,content,polarity
895,"RT @Cooperativa: [Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JgjC0G03EU https://t.co/Zo3eFhEcgi",1
896,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
897,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
898,"RT @lea_del_sur: Estudié para tener mejores oportunidades, no para esclavizarme a un mercado y trabajar en lo que sea, con el sueldo que se…",1
899,RT @natthyhh: El sueño de estudiar se vuelve pesadilla cuando te das cuenta de lo endeudado que estas.....  #FINalCAE,0
900,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
901,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
902,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
903,RT @U_Academia: #FINalCAE  Fin a la Lógica de mercado en nuestra educación. https://t.co/FZdelsYG1F https://t.co/txqAupJKmf,1
904,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
905,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
906,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
907,"RT @U_Academia: Este jueves 11 a las 11, comparte #FINalCAE https://t.co/nvj1Ym3IpG",1
908,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
909,RT @la_Fech: Hoy todas y todes decimos #FINalCAE  https://t.co/ZdJUyzKvl3,1
910,"RT @Cooperativa: [Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JgjC0G03EU https://t.co/Zo3eFhEcgi",1
911,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
912,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
913,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
914,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
915,RT @JRArdiles: #FINalCAE Fin a la Lógica de mercado en nuestra educación. https://t.co/tETkJs5Uxp,1
916,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
917,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
918,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
919,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
920,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
921,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
922,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
923,RT @thecliniccl: #FINalCAE U. Academia  de Humanismo Cristiano y Cenda impulsan campaña para terminar con el CAE - https://t.co/BAxwaDcQDc,1
924,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
925,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
926,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
927,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
928,RT @gabita411: Desde hoy #FINalCAE,1
929,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
930,"RT @Cristok3: La señorita camila es una gran populista yo también podría decir ""el pan gratis, viajar a Cuba gratis, tener un audi gratis""…",0
931,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
932,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
933,#FINalCAE Fin a la Lógica de mercado en nuestra educación. https://t.co/tETkJs5Uxp,1
934,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
935,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
936,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
937,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
938,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
939,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
940,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
941,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
942,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
943,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
944,Desde hoy #FINalCAE,1
945,"RT @mriesco: Todos por el #FINalCAE La educación gratuita no es un sueño, si terminamos con el CAE puede ser una realidad para... https://t…",1
946,"RT @mriesco: Todos por el #FINalCAE La educación gratuita no es un sueño, si terminamos con el CAE puede ser una realidad para... https://t…",1
947,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
948,RT @thecliniccl: #FINalCAE U. Academia  de Humanismo Cristiano y Cenda impulsan campaña para terminar con el CAE - https://t.co/BAxwaDcQDc,1
949,"RT @Cooperativa: [Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JgjC0G03EU https://t.co/Zo3eFhEcgi",1
950,RT @thecliniccl: #FINalCAE U. Academia  de Humanismo Cristiano y Cenda impulsan campaña para terminar con el CAE - https://t.co/BAxwaDcQDc,1
951,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
952,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
953,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
954,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
955,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
956,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
957,"RT @Cooperativa: [Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JgjC0G03EU https://t.co/Zo3eFhEcgi",1
958,RT @esmejorhacer: Por favor también acuerdense de los endeudados con el CAE no pido no pagar sino x lo menos mismas condiciones q el fondo…,0
959,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
960,#FINalCAE https://t.co/4FKznALT7J,1
961,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
962,"RT @mriesco: Todos por el #FINalCAE La educación gratuita no es un sueño, si terminamos con el CAE puede ser una realidad para... https://t…",1
963,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
964,#FINalCAE  https://t.co/ZbZYZcPLWu,1
965,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
966,RT @U_Academia: #FINalCAE  Porque tiene hipotecado el futuro de nuestros estudiantes. https://t.co/FZdelsYG1F Favor RT! https://t.co/wUjbJ9…,1
967,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
968,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
969,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
970,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
971,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
972,RT @infogatecl: #FINalCAE conoce las razones en este vídeo de la @U_Academia https://t.co/a7S52B47nV  @biobio @katherineibanez https://t.co…,0
973,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
974,"RT @mriesco: Todos por el #FINalCAE La educación gratuita no es un sueño, si terminamos con el CAE puede ser una realidad para... https://t…",1
975,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
976,Por favor también acuerdense de los endeudados con el CAE no pido no pagar sino x lo menos mismas condiciones q el fondo solidario #FinalCAE,0
977,"Si no se hubiesen robado la plata de la pesca, universitarios podrían contrar cn recursos para estudiar tranquilos #FinAlCAE @TodosPescamos",0
978,"RT @mriesco: Todos por el #FINalCAE La educación gratuita no es un sueño, si terminamos con el CAE puede ser una realidad para... https://t…",1
979,RT @thecliniccl: #FINalCAE U. Academia  de Humanismo Cristiano y Cenda impulsan campaña para terminar con el CAE - https://t.co/BAxwaDcQDc,1
980,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
981,"RT @DenuncialoChile: #Noticias #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JNZQNeEjDT #DenuncialoChile",1
982,RT @SrMolina2010: El #FinalCAE debería ser TT en Twitter y una realidad en Chile. No + jóvenes encalillados por su educación.,0
983,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
984,RT @miguelsoffia: #FINalCAE  La educación Gratuita no es un Sueño. https://t.co/KkYZIuvSya,1
985,RT @icalchile: Porque la educacion necesita una desmercantilizacion #FINalCAE,0
986,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
987,El #FinalCAE debería ser TT en Twitter y una realidad en Chile. No + jóvenes encalillados por su educación.,0
988,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
989,RT @thecliniccl: #FINalCAE U. Academia  de Humanismo Cristiano y Cenda impulsan campaña para terminar con el CAE - https://t.co/BAxwaDcQDc,1
990,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
991,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
992,RT @thecliniccl: #FINalCAE U. Academia  de Humanismo Cristiano y Cenda impulsan campaña para terminar con el CAE - https://t.co/BAxwaDcQDc,1
993,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
994,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
995,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
996,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
997,"RT @Pitypunto: Con la destitución de Roxana Pey NM termina por demostrar que defiende intereses privados, económicos #FINalCAE https://t.co…",1
998,"RT @Pitypunto: Con la destitución de Roxana Pey NM termina por demostrar que defiende intereses privados, económicos #FINalCAE https://t.co…",1
999,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1000,"RT @Cooperativa: [Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JgjC0G03EU https://t.co/Zo3eFhEcgi",1
1001,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1002,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1003,RT @infogatecl: #FINalCAE conoce las razones en este vídeo de la @U_Academia https://t.co/a7S52B47nV  @biobio @katherineibanez https://t.co…,0
1004,RT @thecliniccl: #FINalCAE U. Academia  de Humanismo Cristiano y Cenda impulsan campaña para terminar con el CAE - https://t.co/BAxwaDcQDc,1
1005,"RT @Pitypunto: Con la destitución de Roxana Pey NM termina por demostrar que defiende intereses privados, económicos #FINalCAE https://t.co…",1
1006,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1007,RT @thecliniccl: #FINalCAE U. Academia  de Humanismo Cristiano y Cenda impulsan campaña para terminar con el CAE - https://t.co/BAxwaDcQDc,1
1008,RT @thecliniccl: #FINalCAE U. Academia  de Humanismo Cristiano y Cenda impulsan campaña para terminar con el CAE - https://t.co/BAxwaDcQDc,1
1009,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1010,"#Noticias #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JNZQNeEjDT #DenuncialoChile",1
1011,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1012,#FinalCAE ! https://t.co/fWdladZFmJ,1
1013,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1014,"#FINalCAE, la campaña en redes de UAHC y Cenda - https://t.co/XPeAyZu23Y (@Cooperativa)",1
1015,RT @thecliniccl: #FINalCAE U. Academia  de Humanismo Cristiano y Cenda impulsan campaña para terminar con el CAE - https://t.co/BAxwaDcQDc,1
1016,RT @thecliniccl: #FINalCAE U. Academia  de Humanismo Cristiano y Cenda impulsan campaña para terminar con el CAE - https://t.co/BAxwaDcQDc,1
1017,#FINalCAE U. Academia  de Humanismo Cristiano y Cenda impulsan campaña para terminar con el CAE - https://t.co/BAxwaDcQDc,1
1018,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1019,RT @infogatecl: #FINalCAE conoce las razones en este vídeo de la @U_Academia https://t.co/a7S52B47nV  @biobio @katherineibanez https://t.co…,0
1020,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1021,"RT @Cooperativa: [Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JgjC0G03EU https://t.co/Zo3eFhEcgi",1
1022,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1023,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1024,"RT @yinyereil: más titulados, menos encalillados, mejor uso de los recursos, lejo de los bancos #FINalCAE https://t.co/UxAWXe0GT6",1
1025,"RT @yinyereil: Te encalillas con 1, pagas 4. Te encalillas con 16 y no te la bancas.  Por eso #FINalCAE ahora.  Entérate https://t.co/3phlG…",0
1026,RT @la_Fech: Hoy todas y todes decimos #FINalCAE  https://t.co/ZdJUyzKvl3,1
1027,"RT @Cooperativa: [Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JgjC0G03EU https://t.co/Zo3eFhEcgi",1
1028,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1029,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1030,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1031,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1032,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1033,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1034,RT @Migue_Madrid_C: #FINalCAE https://t.co/fosRcABfv4,1
1035,RT @fcoriquelme91: #FINalCAE https://t.co/EMfj248UCC vía @YouTube,1
1036,RT @SecundariosJS: #FINalCAE https://t.co/s1B5avij3q vía @YouTube,1
1037,RT @kamilain_: https://t.co/XYWBONLylz #FINalCAE,1
1038,"RT @jaduepresidente: NO más endeudados por estudiar, la educacion es un derecho #FINalCAE https://t.co/qNvpRi37yu vía @YouTube",0
1039,RT @VinculacionUAHC: Súmate a nuestra capaña #FINalCAE https://t.co/FMX9edt0Q2,1
1040,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1041,"RT @mriesco: Todos por el #FINalCAE La educación gratuita no es un sueño, si terminamos con el CAE puede ser una realidad para... https://t…",1
1042,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1043,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1044,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1045,RT @la_Fech: Hoy todas y todes decimos #FINalCAE  https://t.co/ZdJUyzKvl3,1
1046,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1047,"Basta de robos !!! Yo tengo que pagar hasta los 55 años mis estudios, esto no es posible !!! #FINalCAE  https://t.co/5NhZgMpyuz",0
1048,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1049,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1050,"Con la destitución de Roxana Pey NM termina por demostrar que defiende intereses privados, económicos #FINalCAE https://t.co/JxqWKsXcXs",1
1051,RT @U_Academia: #FINalCAE  Fin a la Lógica de mercado en nuestra educación. https://t.co/FZdelsYG1F https://t.co/txqAupJKmf,1
1052,"RT @Cooperativa: [Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JgjC0G03EU https://t.co/Zo3eFhEcgi",1
1053,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1054,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1055,RT @la_Fech: Hoy todas y todes decimos #FINalCAE  https://t.co/ZdJUyzKvl3,1
1056,"RT @Cooperativa: [Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JgjC0G03EU https://t.co/Zo3eFhEcgi",1
1057,RT @danicaucoto: #FINalCAE  porque su término permitiría que el 100% de la gratuidad pueda alcanzarse antes del 2020,0
1058,"RT @yinyereil: más titulados, menos encalillados, mejor uso de los recursos, lejo de los bancos #FINalCAE https://t.co/UxAWXe0GT6",1
1059,RT @jobici: #FINalCAE Porque sin los bancos el Estado podría triplicar sus recursos favoreciendo a +700.000 estudiantes. https://t.co/Y3kdb…,0
1060,RT @Rector_Academia: #FINalCAE  La educación Gratuita no es un Sueño. https://t.co/E1dID9xLKb,1
1061,RT @la_Fech: Hoy todas y todes decimos #FINalCAE  https://t.co/ZdJUyzKvl3,1
1062,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1063,"RT @danicaucoto: #FINalCAE  Porque el Estado no sólo es aval de los créditos, a través de REDCOMPRA transfiere a bancos y endeuda a miles d…",0
1064,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1065,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1066,RT @rodrigprieto: Porque la educación NO es un negocio. https://t.co/7MP9Aas0Kh #FINalCAE,1
1067,RT @RodValenciag: No más endeudarse por estudiar.  #FINalCAE,1
1068,"RT @Cooperativa: [Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JgjC0G03EU https://t.co/Zo3eFhEcgi",1
1069,Hoy todas y todes decimos #FINalCAE  https://t.co/ZdJUyzKvl3,1
1070,"RT @SrMolina2010: ""Quisiera ser tu CAE para acompañarte toda la vida"" El financiamiento de las Ues privadas es un chiste #FINalCAE https://…",1
1071,"Te encalillas con 1, pagas 4. Te encalillas con 16 y no te la bancas.  Por eso #FINalCAE ahora.  Entérate https://t.co/3phlGC6Zkv",0
1072,#FINalCAE y fin al #FondoSolidario donde la banca te cobra lo que quiere por tu credito,1
1073,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1074,"RT @Colectiva_CL: #FINalCAE El aumento en la edad de jubilación debe ser vía incentivo, más años mayor jubilación como dipreca y FFAA fin a…",0
1075,"RT @SrMolina2010: ""Quisiera ser tu CAE para acompañarte toda la vida"" El financiamiento de las Ues privadas es un chiste #FINalCAE https://…",1
1076,Otra mas del nefasto gobierno de  Lagos donde le entrego a la banca en bandeja para estafar y dejar en la ruina a tantas familias #FINalCAE,0
1077,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1078,"RT @Cooperativa: [Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JgjC0G03EU https://t.co/Zo3eFhEcgi",1
1079,"RT @mriesco: Todos por el #FINalCAE La educación gratuita no es un sueño, si terminamos con el CAE puede ser una realidad para... https://t…",1
1080,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1081,"""Quisiera ser tu CAE para acompañarte toda la vida"" El financiamiento de las Ues privadas es un chiste #FINalCAE https://t.co/0IG3PFI44I",1
1082,"RT @Cooperativa: [Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JgjC0G03EU https://t.co/Zo3eFhEcgi",1
1083,"RT @mriesco: Todos por el #FINalCAE La educación gratuita no es un sueño, si terminamos con el CAE puede ser una realidad para... https://t…",1
1084,"La señorita camila es una gran populista yo también podría decir ""el pan gratis, viajar a Cuba gratis, tener un audi gratis"" #FINalCAE",0
1085,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1086,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1087,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1088,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1089,"RT @Chilempresarios: Ahora quieren #FINalCAE, después querrán estudiar gratis. No faltaba más.",0
1090,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1091,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1092,"RT @jaduepresidente: NO más endeudados por estudiar, la educacion es un derecho #FINalCAE https://t.co/qNvpRi37yu vía @YouTube",0
1093,"#FINalCAE El aumento en la edad de jubilación debe ser vía incentivo, más años mayor jubilación como dipreca y FFAA fin a las AFPs",0
1094,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1095,RT @AlbertoMayol: #FINalCAE https://t.co/tuRD1lQXe9 vía @YouTube,1
1096,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1097,"Ahora quieren #FINalCAE, después querrán estudiar gratis. No faltaba más.",0
1098,"[Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/LuJY0LbwBB vía @Cooperativa",0
1099,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1100,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1101,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1102,#FINalCAE  Con peras y manzanas cómo funciona el CAE. https://t.co/vFxuAxiDph @CENDA_Chile @Icalchile https://t.co/NNrDlvUzO4,0
1103,"Si terminamos con el CAE, la educación gratuita puede ser una realidad para miles de chilenos #FINalCAE  https://t.co/cFjiuhApjj",0
1104,"#FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/Pea9hySW2n vía @Cooperativa",1
1105,"#FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/gcIhWGeBTP",1
1106,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1107,RT @camila_vallejo: Somos el único país del mundo que en sus universidades produce mas endeudados que titulados #FINalCAE  https://t.co/2GJ…,0
1108,RT @camila_vallejo: Necesitamos un sistema educacional y no un mercado educacional. Por eso decimos #FINalCAE,0
1109,"[Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/MXvAENqkZt",1
1110,"RT @U_Academia: [Video] #FINalCAE, la campaña en redes de UAHC @CENDA_chile @icalchile https://t.co/ojCuqSIlDz FV RT! https://t.co/KeSt5lbZ…",1
1111,"RT @mriesco: Todos por el #FINalCAE La educación gratuita no es un sueño, si terminamos con el CAE puede ser una realidad para... https://t…",1
1112,"RT @mriesco: Todos por el #FINalCAE La educación gratuita no es un sueño, si terminamos con el CAE puede ser una realidad para... https://t…",1
1113,"#FINalCAE para todos, sobre todo para los que no nos podemos ganar la vida con la carrera en la que nos endeudamos!! #FINalCAE",1
1114,"RT @Cooperativa: [Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JgjC0G03EU https://t.co/Zo3eFhEcgi",1
1115,"RT @Cooperativa: [Video] #FINalCAE, la campaña en redes de UAHC y Cenda https://t.co/JgjC0G03EU https://t.co/Zo3eFhEcgi",1
1116,RT @U_Academia: #FINalCAE  Porque tiene hipotecado el futuro de nuestros estudiantes. https://t.co/FZdelsYG1F Favor RT! https://t.co/wUjbJ9…,1
1117,"RT @lea_del_sur: Estudié para tener mejores oportunidades, no para esclavizarme a un mercado y trabajar en lo que sea, con el sueldo que se…",1
