,content,polarity
5768,"RT @MPPEDUCACION: Lista de útiles escolares no es un requisito primordial, garantizando inclusión de niños y niñas #EducaciónGratuita https…",0
5769,RT @MPPEDUCACION: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita https:…,1
5770,RT @mayorgamiriam: La solicitud de los útiles escolares debe ser de carácter flexible y progresivo #EducaciónGratuita @rodulfohumberto http…,1
5771,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5772,"Me acuerdo de otra que sugirió ante falta de stock de ""Putas Asesinas"", el ""Manual de una puta"". Mi ojito para contratar #EducacionGratuita",0
5773,RT @MPPEDUCACION: Gobierno Bolivariano garantiza al pueblo de Venezuela la #EducaciónGratuita https://t.co/tOP03GcB50 https://t.co/yY2EuAMP…,1
5774,RT @MPPEDUCACION: Escuelas y liceos oficiales no pueden solicitar textos distintos a la Colección Bicentenario #EducaciónGratuita https://t…,0
5775,RT @MPPEDUCACION: Escuelas oficiales deben fomentar el uso de materiales reciclados en actividades pedagógicas #EducaciónGratuita https://t…,0
5776,RT @MPPEDUCACION: Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-2017 #EducaciónGratuita https:…,0
5777,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5778,RT @arcangecandanga: MPPEDUCACION: Condiciones socioeconómicas de los estudiantes no deben ser obstáculo para recibir #EducaciónGratuita ht…,1
5779,@MPPEDUCACION regula solicitud de materiales y textos escolares en el nivel de Educación Básica #EducaciónGratuita https://t.co/3agw8zB8Im,1
5780,RT @GrimanLaidely: @MPPEDUCACION @salatrujillompp Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el paí…,1
5781,"RT @SalaCarabobo: Lista de útiles no es un requisito primordial, garantizando inclusión de niños y niñas #EducacionGratuita https://t.co/He…",0
5782,RT @SalaCarabobo: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducacionGratuita https:…,1
5783,RT @salatrujillompp: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita v h…,1
5784,RT @MPPEDUCACION: Condiciones socioeconómicas de los estudiantes no deben ser obstáculo para recibir #EducaciónGratuita https://t.co/nluyEF…,1
5785,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5786,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5787,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5788,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5789,RT @MPPEDUCACION: Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-2017 #EducaciónGratuita https:…,0
5790,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5791,RT @MPPEDUCACION: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita https:…,1
5792,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5793,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5794,RT @MPPEDUCACION: Gobierno Bolivariano garantiza al pueblo de Venezuela la #EducaciónGratuita https://t.co/tOP03GcB50 https://t.co/yY2EuAMP…,1
5795,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5796,RT @MPPEDUCACION: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducaciónGratuita https://t.c…,0
5797,RT @MPPEDUCACION: Gobierno Bolivariano garantiza al pueblo de Venezuela la #EducaciónGratuita https://t.co/tOP03GcB50 https://t.co/yY2EuAMP…,1
5798,RT @MPPEDUCACION: Gobierno Bolivariano garantiza al pueblo de Venezuela la #EducaciónGratuita https://t.co/tOP03GcB50 https://t.co/yY2EuAMP…,1
5799,"RT @FelipeParadaM: O la #EducacionGratuita q les podría brindar una oportunidad a much@s d los niños residentes del sename,no debemos creer…",0
5800,RT @MPPEDUCACION: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita https:…,1
5801,RT @senifaanz: #EducaciónGratuita @GobNelsonMoreno @carcast02 @gtorodelara  https://t.co/0GMKnrsVeK,1
5802,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5803,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5804,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5805,RT @KELYKrp07: Poco a poco vamos combatiendo la burocracia institucional gracias @NicolasMaduro @rodulfohumberto #EducaciónGratuita y de ca…,1
5806,RT @mayorgamiriam: La solicitud de los útiles escolares debe ser de carácter flexible y progresivo #EducaciónGratuita @rodulfohumberto http…,1
5807,RT @SalaCarabobo: Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-1017 #EducacionGratuita https:…,0
5808,RT @SalaCarabobo: Promovamos la reutilazion de los textos de la #ColeccionBicentenario en las escuelas #EducacionGratuita https://t.co/UsCR…,1
5809,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5810,RT @Carlosigl2: @GrimanLaidely @MPPEDUCACION Escuelas y liceos oficiales no pueden solicitar textos distintos a la Colección Bicentenario #…,0
5811,RT @Carlosigl2: @GrimanLaidely @MPPEDUCACION La entrega d ls materiales escolares es conforme al uso y aplicación n el Calendario Escolar #…,0
5812,RT @MPPEDUCACION: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita https:…,1
5813,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5814,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5815,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5816,RT @MPPEDUCACION: Condiciones socioeconómicas de los estudiantes no deben ser obstáculo para recibir #EducaciónGratuita https://t.co/nluyEF…,1
5817,RT @MPPEDUCACION: Lista de útiles escolares no es un requisito primordial garantizando inclusión de niños y niñas #EducaciónGratuita https:…,0
5818,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5819,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5820,@GrimanLaidely @MPPEDUCACION La entrega d ls materiales escolares es conforme al uso y aplicación n el Calendario Escolar #EducaciónGratuita,0
5821,@GrimanLaidely @MPPEDUCACION Escuelas y liceos oficiales no pueden solicitar textos distintos a la Colección Bicentenario #EducaciónGratuita,0
5822,@GrimanLaidely @MPPEDUCACION Promovamos la reutilización de los textos de la #ColecciónBicentenario en escuelas oficiales #EducaciónGratuita,0
5823,RT @mayorgamiriam: La solicitud de los útiles escolares debe ser de carácter flexible y progresivo #EducaciónGratuita @rodulfohumberto http…,1
5824,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5825,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5826,RT @MPPEDUCACION: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita https:…,1
5827,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5828,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5829,RT @MPPEDUCACION: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita https:…,1
5830,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5831,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5832,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5833,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5834,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5835,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5836,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5837,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5838,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5839,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5840,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5841,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5842,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5843,@GrimanLaidely  #EducacionGratuita @salatrujillompp @bintercultura @rodulfohumberto @MPPEDUCACION @RangelSilva2012 https://t.co/uH44cBLmcI,1
5844,RT @MPPEDUCACION: Escuelas y liceos oficiales no pueden solicitar textos distintos a la Colección Bicentenario #EducaciónGratuita https://t…,0
5845,RT @MPPEDUCACION: Escuelas y liceos oficiales no pueden solicitar textos distintos a la Colección Bicentenario #EducaciónGratuita https://t…,0
5846,RT @MPPEDUCACION: Gobierno Bolivariano garantiza al pueblo de Venezuela la #EducaciónGratuita https://t.co/tOP03GcB50 https://t.co/yY2EuAMP…,1
5847,@GrimanLaidely@bintercultura @salatrujillompp @rodulfohumberto    #EducacionGratuita @RangelSilva2012 @MPPEDUCACION https://t.co/AJOECOkPGo,1
5848,RT @MPPEDUCACION: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita https:…,1
5849,RT @MPPEDUCACION: Gobierno Bolivariano garantiza al pueblo de Venezuela la #EducaciónGratuita https://t.co/tOP03GcB50 https://t.co/yY2EuAMP…,1
5850,RT @MPPEDUCACION: Materiales y textos escolares no deben ser exigidos en los planteles oficiales de todo el país #EducaciónGratuita https:/…,0
5851,RT @MPPEDUCACION: Escuelas y liceos oficiales no pueden solicitar textos distintos a la Colección Bicentenario #EducaciónGratuita https://t…,0
5852,RT @MPPEDUCACION: Escuelas oficiales deben fomentar el uso de materiales reciclados en actividades pedagógicas #EducaciónGratuita https://t…,0
5853,RT @MPPEDUCACION: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita https:…,1
5854,RT @MPPEDUCACION: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducaciónGratuita https://t.c…,0
5855,RT @MPPEDUCACION: Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-2017 #EducaciónGratuita https:…,0
5856,RT @MPPEDUCACION: Gobierno Bolivariano garantiza al pueblo de Venezuela la #EducaciónGratuita https://t.co/tOP03GcB50 https://t.co/yY2EuAMP…,1
5857,RT @GrimanLaidely: @MPPEDUCACION @salatrujillompp Escuelas y liceos oficiales n puedn solicitar textos distintos a la Colección Bicentenari…,1
5858,RT @GrimanLaidely: @MPPEDUCACION @salatrujillompp Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el paí…,1
5859,RT @GrimanLaidely: @MPPEDUCACION Escuelas y liceos oficiales deben fomentar el uso de materiales reciclados en actividades pedagógicas #Edu…,0
5860,RT @GrimanLaidely: @MPPEDUCACION Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-2017 #Educación…,0
5861,"RT @GrimanLaidely: @MPPEDUCACION  Lista de útiles escolares no es un requisito primordial, garantizando inclusión de niños y niñas #Educaci…",0
5862,RT @GrimanLaidely: @MPPEDUCACION @salatrujillompp Regularización de útiles escolares en planteles oficiales fortalece el derecho a la #Educ…,0
5863,"RT @MPPEDUCACION: Lista de útiles escolares no es un requisito primordial, garantizando inclusión de niños y niñas #EducaciónGratuita https…",0
5864,"RT @SalaCarabobo: Lista de útiles no es un requisito primordial, garantizando inclusión de niños y niñas #EducacionGratuita https://t.co/He…",0
5865,RT @MPPEDUCACION: Escuelas y liceos oficiales no pueden solicitar textos distintos a la Colección Bicentenario #EducaciónGratuita https://t…,0
5866,RT @MPPEDUCACION: Regularización de útiles escolares en planteles oficiales fortalece el derecho a la #EducaciónGratuita https://t.co/MKh5I…,0
5867,RT @MPPEDUCACION: Gobierno Bolivariano garantiza al pueblo de Venezuela la #EducaciónGratuita https://t.co/tOP03GcB50 https://t.co/yY2EuAMP…,1
5868,RT @MPPEDUCACION: Escuelas y liceos oficiales no pueden solicitar textos distintos a la Colección Bicentenario #EducaciónGratuita https://t…,0
5869,RT @MPPEDUCACION: Gobierno Bolivariano garantiza al pueblo de Venezuela la #EducaciónGratuita https://t.co/tOP03GcB50 https://t.co/yY2EuAMP…,1
5870,RT @MPPEDUCACION: Escuelas oficiales deben fomentar el uso de materiales reciclados en actividades pedagógicas #EducaciónGratuita https://t…,0
5871,RT @MPPEDUCACION: Escuelas y liceos oficiales no pueden solicitar textos distintos a la Colección Bicentenario #EducaciónGratuita https://t…,0
5872,RT @MPPEDUCACION: Escuelas oficiales deben fomentar el uso de materiales reciclados en actividades pedagógicas #EducaciónGratuita https://t…,0
5873,"RT @MPPEDUCACION: Lista de útiles escolares no es un requisito primordial, garantizando inclusión de niños y niñas #EducaciónGratuita https…",0
5874,RT @MPPEDUCACION: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducaciónGratuita https://t.c…,0
5875,RT @MPPEDUCACION: Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-2017 #EducaciónGratuita https:…,0
5876,RT @MPPEDUCACION: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita https:…,1
5877,RT @MPPEDUCACION: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducaciónGratuita https://t.c…,0
5878,RT @MPPEDUCACION: Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-2017 #EducaciónGratuita https:…,0
5879,"RT @MPPEDUCACION: Lista de útiles escolares no es un requisito primordial, garantizando inclusión de niños y niñas #EducaciónGratuita https…",0
5880,RT @MPPEDUCACION: Condiciones socioeconómicas de los estudiantes no deben ser obstáculo para recibir #EducaciónGratuita https://t.co/UyZPSe…,1
5881,RT @MPPEDUCACION: Regularización de útiles escolares en planteles oficiales fortalece el derecho a la #EducaciónGratuita https://t.co/MKh5I…,0
5882,RT @SalaCarabobo: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducacionGratuita https:…,1
5883,RT @SalaCarabobo: Promovamos la reutilazion de los textos de la #ColeccionBicentenario en las escuelas #EducacionGratuita https://t.co/UsCR…,1
5884,"RT @SalaCarabobo: Lista de útiles no es un requisito primordial, garantizando inclusión de niños y niñas #EducacionGratuita https://t.co/He…",0
5885,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5886,RT @GrimanLaidely: @MPPEDUCACION @salatrujillompp Promovamos la reutilización d los textos d la #ColecciónBicentenario en escuelas oficiale…,1
5887,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5888,"RT @SalaCarabobo: Lista de útiles no es un requisito primordial, garantizando inclusión de niños y niñas #EducacionGratuita https://t.co/He…",0
5889,Promovamos la reutilazion de los textos de la #ColeccionBicentenario en las escuelas #EducacionGratuita https://t.co/UsCRrzoThZ,1
5890,RT @mayorgamiriam: La solicitud de los útiles escolares debe ser de carácter flexible y progresivo #EducaciónGratuita @rodulfohumberto http…,1
5891,RT @salatrujillompp: Regularización de útiles escolares en planteles oficiales fortalece el derecho a la #EducaciónGratuita https://t.co/79…,0
5892,RT @salatrujillompp: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita v h…,1
5893,RT @GrimanLaidely: @MPPEDUCACION @salatrujillompp Promovamos la reutilización d los textos d la #ColecciónBicentenario en escuelas oficiale…,1
5894,RT @GrimanLaidely: @MPPEDUCACION @salatrujillompp Escuelas y liceos oficiales n puedn solicitar textos distintos a la Colección Bicentenari…,1
5895,RT @GrimanLaidely: @MPPEDUCACION @salatrujillompp Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el paí…,1
5896,RT @GrimanLaidely: @MPPEDUCACION Escuelas y liceos oficiales deben fomentar el uso de materiales reciclados en actividades pedagógicas #Edu…,0
5897,RT @GrimanLaidely: @MPPEDUCACION @salatrujillompp Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el paí…,1
5898,RT @GrimanLaidely: @MPPEDUCACION Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-2017 #Educación…,0
5899,"RT @GrimanLaidely: @MPPEDUCACION  Lista de útiles escolares no es un requisito primordial, garantizando inclusión de niños y niñas #Educaci…",0
5900,RT @GrimanLaidely: @MPPEDUCACION @salatrujillompp Regularización de útiles escolares en planteles oficiales fortalece el derecho a la #Educ…,0
5901,Escuelas oficiales deben  fomentar el uso de materiales reciclados en actividades pedagógicas #EducacionGratuita https://t.co/QlaG1zEyCs,0
5902,RT @MPPEDUCACION: Escuelas y liceos deben fomentar el uso de materiales reciclados en actividades pedagógicas #EducaciónGratuita https://t.…,0
5903,La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducacionGratuita https://t.co/TueLT3cTZK,1
5904,RT @mayorgamiriam: La solicitud de los útiles escolares debe ser de carácter flexible y progresivo #EducaciónGratuita @rodulfohumberto http…,1
5905,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5906,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5907,RT @SalaCarabobo: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://t.c…,0
5908,Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://t.co/IizXxUXJ13,0
5909,RT @SalaCarabobo: @MPPEDUCACION  regula solicitud de materiales y textos escolares en el nivel de Educación Básica #EducacionGratuita https…,1
5910,RT @mayorgamiriam: La solicitud de los útiles escolares debe ser de carácter flexible y progresivo #EducaciónGratuita @rodulfohumberto http…,1
5911,@MPPEDUCACION  regula solicitud de materiales y textos escolares en el nivel de Educación Básica #EducacionGratuita https://t.co/xbK90PxcGI,1
5912,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5913,RT @GrimanLaidely: @MPPEDUCACION @salatrujillompp Regularización de útiles escolares en planteles oficiales fortalece el derecho a la #Educ…,0
5914,RT @MPPEDUCACION: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducaciónGratuita https://t.c…,0
5915,RT @LcdaMaryMachado: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://…,0
5916,Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducacionGratuita https://t.co/49fUZxzP43,0
5917,RT @MPPEDUCACION: Condiciones socioeconómicas de los estudiantes no deben ser obstáculo para recibir #EducaciónGratuita https://t.co/nluyEF…,1
5918,RT @mayorgamiriam: La solicitud de los útiles escolares debe ser de carácter flexible y progresivo #EducaciónGratuita @rodulfohumberto http…,1
5919,RT @MPPEDUCACION: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita https:…,1
5920,RT @MPPEDUCACION: .@MPPEDUCACION regula solicitud de materiales y textos escolares en el nivel de Educación Básica #EducaciónGratuita https…,1
5921,RT @mayorgamiriam: La solicitud de los útiles escolares debe ser de carácter flexible y progresivo #EducaciónGratuita @rodulfohumberto http…,1
5922,@MPPEDUCACION @salatrujillompp Regularización de útiles escolares en planteles oficiales fortalece el derecho a la #EducaciónGratuita,0
5923,"RT @SalaCarabobo: Lista de útiles no es un requisito primordial, garantizando inclusión de niños y niñas #EducacionGratuita https://t.co/He…",0
5924,RT @MPPEDUCACION: Gobierno Bolivariano garantiza al pueblo de Venezuela la #EducaciónGratuita https://t.co/tOP03GcB50 https://t.co/yY2EuAMP…,1
5925,RT @SalaCarabobo: Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-1017 #EducacionGratuita https:…,0
5926,"@MPPEDUCACION  Lista de útiles escolares no es un requisito primordial, garantizando inclusión de niños y niñas #EducacionGratuita",0
5927,RT @MPPEDUCACION: .@MPPEDUCACION regula solicitud de materiales y textos escolares en el nivel de Educación Básica #EducaciónGratuita https…,1
5928,RT @MPPEDUCACION: Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-2017 #EducaciónGratuita https:…,0
5929,RT @GrimanLaidely: @MPPEDUCACION @salatrujillompp Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el paí…,1
5930,RT @MPPEDUCACION: Materiales y textos escolares no deben ser exigidos en los planteles oficiales de todo el país #EducaciónGratuita https:/…,0
5931,RT @MPPEDUCACION: Lista de útiles escolares no es un requisito primordial garantizando inclusión de niños y niñas #EducaciónGratuita https:…,0
5932,RT @MPPEDUCACION: Condiciones socioeconómicas de los estudiantes no deben ser obstáculo para recibir #EducaciónGratuita https://t.co/nluyEF…,1
5933,RT @GrimanLaidely: @MPPEDUCACION @salatrujillompp Escuelas y liceos oficiales n puedn solicitar textos distintos a la Colección Bicentenari…,1
5934,RT @GrimanLaidely: @MPPEDUCACION @salatrujillompp Promovamos la reutilización d los textos d la #ColecciónBicentenario en escuelas oficiale…,1
5935,RT @MPPEDUCACION: Regularización de útiles escolares en planteles oficiales fortalece el derecho a la #EducaciónGratuita https://t.co/cZSfr…,0
5936,Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-1017 #EducacionGratuita https://t.co/cx8zpJ61Ev,0
5937,RT @MPPEDUCACION: Regularización de útiles escolares en planteles oficiales fortalece el derecho a la #EducaciónGratuita https://t.co/MKh5I…,0
5938,RT @MPPEDUCACION: Condiciones socioeconómicas de los estudiantes no deben ser obstáculo para recibir #EducaciónGratuita https://t.co/UyZPSe…,1
5939,"Lista de útiles no es un requisito primordial, garantizando inclusión de niños y niñas #EducacionGratuita https://t.co/HevG9g4NMI",0
5940,"RT @MPPEDUCACION: Lista de útiles escolares no es un requisito primordial, garantizando inclusión de niños y niñas #EducaciónGratuita https…",0
5941,RT @MPPEDUCACION: Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-2017 #EducaciónGratuita https:…,0
5942,RT @MPPEDUCACION: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita https:…,1
5943,RT @MPPEDUCACION: Escuelas oficiales deben fomentar el uso de materiales reciclados en actividades pedagógicas #EducaciónGratuita https://t…,0
5944,RT @MPPEDUCACION: Escuelas y liceos oficiales no pueden solicitar textos distintos a la Colección Bicentenario #EducaciónGratuita https://t…,0
5945,RT @MPPEDUCACION: Gobierno Bolivariano garantiza al pueblo de Venezuela la #EducaciónGratuita https://t.co/tOP03GcB50 https://t.co/yY2EuAMP…,1
5946,RT @MPPEDUCACION: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducaciónGratuita https://t.c…,0
5947,@MPPEDUCACION Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-2017 #EducaciónGratuita,0
5948,@MPPEDUCACION @salatrujillompp Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducaciónGratuita,0
5949,RT @MPPEDUCACION: La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita https:…,1
5950,RT @MPPEDUCACION: Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducaciónGratuita https://t.c…,0
5951,@MPPEDUCACION Escuelas y liceos oficiales deben fomentar el uso de materiales reciclados en actividades pedagógicas #EducaciónGratuita,0
5952,RT @SalaCarabobo: Regularización de útiles escolares en planteles oficiales fortalece el derecho a la #EducacionGratuita https://t.co/tBmQ1…,0
5953,RT @MPPEDUCACION: Gobierno Bolivariano garantiza al pueblo de Venezuela la #EducaciónGratuita https://t.co/tOP03GcB50 https://t.co/yY2EuAMP…,1
5954,RT @SalaCarabobo: Condiciones socioeconómica de los estudiantes no deben ser obstáculo para recibir #EducacionGratuita https://t.co/WnhVtjU…,1
5955,@MPPEDUCACION @salatrujillompp Escuelas y liceos oficiales n puedn solicitar textos distintos a la Colección Bicentenario #EducaciónGratuita,0
5956,Condiciones socioeconómica de los estudiantes no deben ser obstáculo para recibir #EducacionGratuita https://t.co/WnhVtjUR9A,1
5957,@MPPEDUCACION @salatrujillompp Promovamos la reutilización d los textos d la #ColecciónBicentenario en escuelas oficiales #EducaciónGratuita,0
5958,RT @MPPEDUCACION: Condiciones socioeconómicas de los estudiantes no deben ser obstáculo para recibir #EducaciónGratuita https://t.co/nluyEF…,1
5959,Regularización de útiles escolares en planteles oficiales fortalece el derecho a la #EducacionGratuita https://t.co/tBmQ1mUlCb,0
5960,La entrega de los materiales escolares es conforme al uso y aplicación en el Calendario Escolar #EducaciónGratuita v https://t.co/Jz1BfllD6o,1
5961,Regularización de útiles escolares en planteles oficiales fortalece el derecho a la #EducaciónGratuita https://t.co/799RCtZrKy,0
5962,RT @mayorgamiriam: La solicitud de los útiles escolares debe ser de carácter flexible y progresivo #EducaciónGratuita @rodulfohumberto http…,1
5963,RT @mayorgamiriam: La solicitud de los útiles escolares debe ser de carácter flexible y progresivo #EducaciónGratuita @rodulfohumberto http…,1
5964,#EducaciónGratuita @GobNelsonMoreno @carcast02 @gtorodelara  https://t.co/0GMKnrsVeK,1
5965,RT @PrensaZENE: Regularización de útiles escolares en planteles oficiales fortalece el derecho a la #EducaciónGratuita @NorisSotoF https://…,0
5966,RT @MPPEDUCACION: Condiciones socioeconómicas de los estudiantes no deben ser obstáculo para recibir #EducaciónGratuita https://t.co/UyZPSe…,1
5967,RT @MPPEDUCACION: Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-2017 #EducaciónGratuita https:…,0
5968,Materiales y textos escolares no deben ser exigidos en planteles oficiales de todo el país #EducaciónGratuita https://t.co/ou379dCbWw,0
5969,RT @MPPEDUCACION: Centros educativos oficiales no podrán solicitar aportes en dinero para inscripciones 2016-2017 #EducaciónGratuita https:…,0
5970,RT @mayorgamiriam: La solicitud de los útiles escolares debe ser de carácter flexible y progresivo #EducaciónGratuita @rodulfohumberto http…,1
